customer_id,restaurant_id,dish_name,dish_description,rating,timestamp,cuisine_type,dietary_tags,tip_amount,day_of_week
CUST1041,REST3,Miso Ramen,"Noodles in miso broth with pork, egg, and scallions",2,2024-05-13 21:24:36,Japanese,"['Contains Gluten', 'Contains Pork']",14.03,Monday
CUST1004,REST3,Beef Rendang,Slow-cooked spicy beef curry with coconut milk,4,2024-05-14 06:55:26,Indonesian,"['Spicy', 'Gluten-Free']",11.26,Tuesday
CUST1036,REST5,Pan-Seared Salmon,Crispy-skinned salmon with asparagus and lemon,5,2024-05-15 10:43:25,Modern Australian,"['Seafood', 'Gluten-Free']",4.56,Wednesday
CUST1049,REST3,Miso Ramen,"Noodles in miso broth with pork, egg, and scallions",4,2024-05-19 00:09:36,Japanese,"['Contains Gluten', 'Contains Pork']",12.75,Sunday
CUST1045,REST5,Pumpkin Risotto,Creamy risotto with roasted pumpkin and parmesan,4,2024-05-19 17:47:32,Italian,"['Vegetarian', 'Contains Dairy', 'Gluten-Free']",0.46,Sunday
CUST1046,REST6,Tom Yum Goong,Hot and sour Thai soup with prawns and lemongrass,1,2024-05-21 05:53:05,Thai,"['Spicy', 'Seafood', 'Gluten-Free']",1.09,Tuesday
CUST1013,REST7,Vegan Buddha Bowl,"Quinoa, chickpeas, roasted veggies and hummus",4,2024-05-23 07:55:40,Plant-based,"['Vegan', 'Gluten-Free']",0.23,Thursday
CUST1014,REST3,Duck à l’Orange,Roast duck with a tangy orange sauce,1,2024-05-23 19:43:01,French,['Contains Gluten'],1.97,Thursday
CUST1005,REST7,Korean Fried Chicken,Double-fried chicken with spicy gochujang glaze,3,2024-05-23 22:32:10,Korean,"['Spicy', 'Contains Gluten']",2.46,Thursday
CUST1005,REST10,Miso Ramen,"Noodles in miso broth with pork, egg, and scallions",3,2024-05-26 06:38:13,Japanese,"['Contains Gluten', 'Contains Pork']",1.58,Sunday
CUST1048,REST4,Falafel Wrap,Crispy chickpea balls with tahini in pita bread,4,2024-05-27 16:07:08,Middle Eastern,"['Vegan', 'Contains Gluten']",8.82,Monday
CUST1023,REST5,Tom Yum Goong,Hot and sour Thai soup with prawns and lemongrass,1,2024-05-27 18:37:27,Thai,"['Spicy', 'Seafood', 'Gluten-Free']",2.21,Monday
CUST1039,REST10,Prawn Tacos,"Soft shell tacos with grilled prawns, avocado, and salsa",1,2024-05-29 01:37:35,Mexican,"['Seafood', 'Contains Gluten']",1.65,Wednesday
CUST1009,REST4,Duck à l’Orange,Roast duck with a tangy orange sauce,3,2024-05-29 10:04:35,French,['Contains Gluten'],3.91,Wednesday
CUST1031,REST2,Vegan Buddha Bowl,"Quinoa, chickpeas, roasted veggies and hummus",3,2024-05-29 22:50:36,Plant-based,"['Vegan', 'Gluten-Free']",0.76,Wednesday
CUST1017,REST3,Prawn Tacos,"Soft shell tacos with grilled prawns, avocado, and salsa",4,2024-05-30 07:57:23,Mexican,"['Seafood', 'Contains Gluten']",8.1,Thursday
CUST1032,REST3,Spaghetti Carbonara,"Pasta with pancetta, egg yolk, pecorino cheese",2,2024-05-30 22:54:05,Italian,"['Contains Gluten', 'Contains Dairy']",0.39,Thursday
CUST1039,REST7,Pumpkin Risotto,Creamy risotto with roasted pumpkin and parmesan,1,2024-05-31 05:08:25,Italian,"['Vegetarian', 'Contains Dairy', 'Gluten-Free']",21.67,Friday
CUST1026,REST8,Falafel Wrap,Crispy chickpea balls with tahini in pita bread,4,2024-06-02 11:28:03,Middle Eastern,"['Vegan', 'Contains Gluten']",7.4,Sunday
CUST1025,REST3,Falafel Wrap,Crispy chickpea balls with tahini in pita bread,4,2024-06-02 21:52:54,Middle Eastern,"['Vegan', 'Contains Gluten']",1.11,Sunday
CUST1003,REST1,Eggplant Parmigiana,Baked eggplant with tomato sauce and mozzarella,5,2024-06-03 10:28:14,Italian,"['Vegetarian', 'Contains Dairy', 'Contains Gluten']",0.03,Monday
CUST1043,REST6,Lamb Shawarma,Marinated lamb slices with garlic sauce in flatbread,1,2024-06-04 20:52:44,Middle Eastern,['Contains Gluten'],8.45,Tuesday
CUST1024,REST3,Butter Chicken,Creamy tomato curry with grilled chicken,2,2024-06-05 09:00:50,Indian,"['Contains Dairy', 'Spicy']",6.14,Wednesday
CUST1040,REST8,Spaghetti Carbonara,"Pasta with pancetta, egg yolk, pecorino cheese",5,2024-06-06 19:38:01,Italian,"['Contains Gluten', 'Contains Dairy']",6.53,Thursday
CUST1000,REST9,Grilled Halloumi,Char-grilled halloumi with lemon and herbs,3,2024-06-08 09:29:52,Mediterranean,"['Vegetarian', 'Contains Dairy']",7.38,Saturday
CUST1015,REST8,Pan-Seared Salmon,Crispy-skinned salmon with asparagus and lemon,3,2024-06-10 17:53:46,Modern Australian,"['Seafood', 'Gluten-Free']",0.38,Monday
CUST1006,REST10,Vegan Buddha Bowl,"Quinoa, chickpeas, roasted veggies and hummus",3,2024-06-10 22:33:02,Plant-based,"['Vegan', 'Gluten-Free']",2.22,Monday
CUST1035,REST5,Miso Ramen,"Noodles in miso broth with pork, egg, and scallions",4,2024-06-11 08:04:43,Japanese,"['Contains Gluten', 'Contains Pork']",0.62,Tuesday
CUST1013,REST8,Pumpkin Risotto,Creamy risotto with roasted pumpkin and parmesan,5,2024-06-11 11:38:11,Italian,"['Vegetarian', 'Contains Dairy', 'Gluten-Free']",9.94,Tuesday
CUST1013,REST5,Grilled Halloumi,Char-grilled halloumi with lemon and herbs,2,2024-06-12 12:09:10,Mediterranean,"['Vegetarian', 'Contains Dairy']",4.88,Wednesday
CUST1041,REST6,Beef Rendang,Slow-cooked spicy beef curry with coconut milk,4,2024-06-12 13:48:17,Indonesian,"['Spicy', 'Gluten-Free']",2.01,Wednesday
CUST1018,REST10,Falafel Wrap,Crispy chickpea balls with tahini in pita bread,3,2024-06-13 23:30:15,Middle Eastern,"['Vegan', 'Contains Gluten']",0.33,Thursday
CUST1003,REST10,Korean Fried Chicken,Double-fried chicken with spicy gochujang glaze,1,2024-06-15 06:12:30,Korean,"['Spicy', 'Contains Gluten']",1.86,Saturday
CUST1028,REST2,Miso Ramen,"Noodles in miso broth with pork, egg, and scallions",5,2024-06-15 09:56:59,Japanese,"['Contains Gluten', 'Contains Pork']",1.97,Saturday
CUST1028,REST3,Eggplant Parmigiana,Baked eggplant with tomato sauce and mozzarella,4,2024-06-17 16:54:17,Italian,"['Vegetarian', 'Contains Dairy', 'Contains Gluten']",6.54,Monday
CUST1031,REST9,Pan-Seared Salmon,Crispy-skinned salmon with asparagus and lemon,5,2024-06-17 22:46:10,Modern Australian,"['Seafood', 'Gluten-Free']",5.07,Monday
CUST1011,REST2,Pan-Seared Salmon,Crispy-skinned salmon with asparagus and lemon,5,2024-06-20 03:16:38,Modern Australian,"['Seafood', 'Gluten-Free']",10.91,Thursday
CUST1015,REST10,Tom Yum Goong,Hot and sour Thai soup with prawns and lemongrass,1,2024-06-20 21:04:05,Thai,"['Spicy', 'Seafood', 'Gluten-Free']",3.2,Thursday
CUST1048,REST4,Falafel Wrap,Crispy chickpea balls with tahini in pita bread,2,2024-06-21 06:24:44,Middle Eastern,"['Vegan', 'Contains Gluten']",0.64,Friday
CUST1042,REST10,Korean Fried Chicken,Double-fried chicken with spicy gochujang glaze,5,2024-06-21 20:15:15,Korean,"['Spicy', 'Contains Gluten']",6.25,Friday
CUST1010,REST4,Butter Chicken,Creamy tomato curry with grilled chicken,5,2024-06-22 03:02:56,Indian,"['Contains Dairy', 'Spicy']",7.15,Saturday
CUST1045,REST4,Tom Yum Goong,Hot and sour Thai soup with prawns and lemongrass,4,2024-06-22 23:04:22,Thai,"['Spicy', 'Seafood', 'Gluten-Free']",4.12,Saturday
CUST1024,REST8,Duck à l’Orange,Roast duck with a tangy orange sauce,3,2024-06-23 04:28:17,French,['Contains Gluten'],7.37,Sunday
CUST1047,REST8,Pan-Seared Salmon,Crispy-skinned salmon with asparagus and lemon,3,2024-06-23 10:09:57,Modern Australian,"['Seafood', 'Gluten-Free']",3.4,Sunday
CUST1019,REST7,Eggplant Parmigiana,Baked eggplant with tomato sauce and mozzarella,5,2024-06-24 01:34:36,Italian,"['Vegetarian', 'Contains Dairy', 'Contains Gluten']",3.7,Monday
CUST1044,REST8,Prawn Tacos,"Soft shell tacos with grilled prawns, avocado, and salsa",1,2024-06-24 23:19:51,Mexican,"['Seafood', 'Contains Gluten']",2.79,Monday
CUST1035,REST3,Pumpkin Risotto,Creamy risotto with roasted pumpkin and parmesan,5,2024-06-25 02:21:06,Italian,"['Vegetarian', 'Contains Dairy', 'Gluten-Free']",0.13,Tuesday
CUST1048,REST9,Falafel Wrap,Crispy chickpea balls with tahini in pita bread,1,2024-06-26 12:53:35,Middle Eastern,"['Vegan', 'Contains Gluten']",0.57,Wednesday
CUST1047,REST3,Beef Rendang,Slow-cooked spicy beef curry with coconut milk,2,2024-06-27 01:44:25,Indonesian,"['Spicy', 'Gluten-Free']",0.16,Thursday
CUST1030,REST7,Vegan Buddha Bowl,"Quinoa, chickpeas, roasted veggies and hummus",1,2024-06-27 06:06:14,Plant-based,"['Vegan', 'Gluten-Free']",5.06,Thursday
CUST1038,REST9,Falafel Wrap,Crispy chickpea balls with tahini in pita bread,4,2024-06-30 06:56:51,Middle Eastern,"['Vegan', 'Contains Gluten']",1.89,Sunday
CUST1026,REST6,Duck à l’Orange,Roast duck with a tangy orange sauce,4,2024-07-01 02:45:01,French,['Contains Gluten'],3.55,Monday
CUST1006,REST4,Eggplant Parmigiana,Baked eggplant with tomato sauce and mozzarella,1,2024-07-02 18:54:25,Italian,"['Vegetarian', 'Contains Dairy', 'Contains Gluten']",11.91,Tuesday
CUST1037,REST9,Miso Ramen,"Noodles in miso broth with pork, egg, and scallions",4,2024-07-02 20:09:48,Japanese,"['Contains Gluten', 'Contains Pork']",1.43,Tuesday
CUST1024,REST10,Spaghetti Carbonara,"Pasta with pancetta, egg yolk, pecorino cheese",5,2024-07-06 05:23:33,Italian,"['Contains Gluten', 'Contains Dairy']",2.64,Saturday
CUST1005,REST7,Falafel Wrap,Crispy chickpea balls with tahini in pita bread,3,2024-07-06 06:08:40,Middle Eastern,"['Vegan', 'Contains Gluten']",7.04,Saturday
CUST1002,REST6,Falafel Wrap,Crispy chickpea balls with tahini in pita bread,5,2024-07-08 03:59:19,Middle Eastern,"['Vegan', 'Contains Gluten']",1.3,Monday
CUST1028,REST10,Falafel Wrap,Crispy chickpea balls with tahini in pita bread,4,2024-07-08 18:18:39,Middle Eastern,"['Vegan', 'Contains Gluten']",0.4,Monday
CUST1050,REST1,Lamb Shawarma,Marinated lamb slices with garlic sauce in flatbread,5,2024-07-08 20:26:49,Middle Eastern,['Contains Gluten'],1.71,Monday
CUST1029,REST8,Spaghetti Carbonara,"Pasta with pancetta, egg yolk, pecorino cheese",1,2024-07-09 00:41:00,Italian,"['Contains Gluten', 'Contains Dairy']",0.88,Tuesday
CUST1020,REST1,Falafel Wrap,Crispy chickpea balls with tahini in pita bread,3,2024-07-09 00:49:38,Middle Eastern,"['Vegan', 'Contains Gluten']",13.27,Tuesday
CUST1007,REST2,Miso Ramen,"Noodles in miso broth with pork, egg, and scallions",3,2024-07-09 10:21:02,Japanese,"['Contains Gluten', 'Contains Pork']",8.25,Tuesday
CUST1026,REST6,Vegan Buddha Bowl,"Quinoa, chickpeas, roasted veggies and hummus",1,2024-07-10 02:22:40,Plant-based,"['Vegan', 'Gluten-Free']",5.02,Wednesday
CUST1007,REST6,Vegan Buddha Bowl,"Quinoa, chickpeas, roasted veggies and hummus",4,2024-07-13 21:24:19,Plant-based,"['Vegan', 'Gluten-Free']",10.26,Saturday
CUST1027,REST1,Beef Rendang,Slow-cooked spicy beef curry with coconut milk,1,2024-07-14 05:11:41,Indonesian,"['Spicy', 'Gluten-Free']",8.14,Sunday
CUST1003,REST4,Vegan Buddha Bowl,"Quinoa, chickpeas, roasted veggies and hummus",4,2024-07-17 03:17:35,Plant-based,"['Vegan', 'Gluten-Free']",1.03,Wednesday
CUST1001,REST1,Korean Fried Chicken,Double-fried chicken with spicy gochujang glaze,2,2024-07-20 07:50:42,Korean,"['Spicy', 'Contains Gluten']",11.15,Saturday
CUST1008,REST5,Korean Fried Chicken,Double-fried chicken with spicy gochujang glaze,4,2024-07-21 10:24:25,Korean,"['Spicy', 'Contains Gluten']",3.88,Sunday
CUST1030,REST9,Miso Ramen,"Noodles in miso broth with pork, egg, and scallions",1,2024-07-23 10:15:08,Japanese,"['Contains Gluten', 'Contains Pork']",8.24,Tuesday
CUST1018,REST9,Butter Chicken,Creamy tomato curry with grilled chicken,1,2024-07-24 04:30:22,Indian,"['Contains Dairy', 'Spicy']",11.32,Wednesday
CUST1040,REST5,Butter Chicken,Creamy tomato curry with grilled chicken,4,2024-07-27 14:51:38,Indian,"['Contains Dairy', 'Spicy']",1.91,Saturday
CUST1002,REST4,Falafel Wrap,Crispy chickpea balls with tahini in pita bread,1,2024-07-27 18:26:35,Middle Eastern,"['Vegan', 'Contains Gluten']",0.58,Saturday
CUST1015,REST8,Beef Rendang,Slow-cooked spicy beef curry with coconut milk,3,2024-07-28 02:04:29,Indonesian,"['Spicy', 'Gluten-Free']",1.29,Sunday
CUST1042,REST7,Tom Yum Goong,Hot and sour Thai soup with prawns and lemongrass,2,2024-07-28 17:32:43,Thai,"['Spicy', 'Seafood', 'Gluten-Free']",2.79,Sunday
CUST1043,REST2,Spaghetti Carbonara,"Pasta with pancetta, egg yolk, pecorino cheese",4,2024-07-29 10:21:11,Italian,"['Contains Gluten', 'Contains Dairy']",8.52,Monday
CUST1019,REST8,Beef Rendang,Slow-cooked spicy beef curry with coconut milk,1,2024-07-31 16:10:30,Indonesian,"['Spicy', 'Gluten-Free']",9.86,Wednesday
CUST1049,REST10,Beef Rendang,Slow-cooked spicy beef curry with coconut milk,5,2024-08-01 06:25:08,Indonesian,"['Spicy', 'Gluten-Free']",0.03,Thursday
CUST1022,REST6,Pumpkin Risotto,Creamy risotto with roasted pumpkin and parmesan,1,2024-08-01 20:51:15,Italian,"['Vegetarian', 'Contains Dairy', 'Gluten-Free']",3.57,Thursday
CUST1047,REST1,Tom Yum Goong,Hot and sour Thai soup with prawns and lemongrass,5,2024-08-03 11:11:53,Thai,"['Spicy', 'Seafood', 'Gluten-Free']",2.7,Saturday
CUST1002,REST8,Pulled Pork Burger,Slow-cooked pork with BBQ sauce in a brioche bun,2,2024-08-03 13:51:45,American,"['Contains Gluten', 'Contains Pork']",1.26,Saturday
CUST1033,REST6,Tom Yum Goong,Hot and sour Thai soup with prawns and lemongrass,5,2024-08-04 09:51:45,Thai,"['Spicy', 'Seafood', 'Gluten-Free']",0.64,Sunday
CUST1038,REST8,Spaghetti Carbonara,"Pasta with pancetta, egg yolk, pecorino cheese",2,2024-08-04 22:43:44,Italian,"['Contains Gluten', 'Contains Dairy']",2.06,Sunday
CUST1017,REST9,Eggplant Parmigiana,Baked eggplant with tomato sauce and mozzarella,4,2024-08-05 14:35:44,Italian,"['Vegetarian', 'Contains Dairy', 'Contains Gluten']",14.32,Monday
CUST1014,REST2,Spaghetti Carbonara,"Pasta with pancetta, egg yolk, pecorino cheese",1,2024-08-05 16:00:03,Italian,"['Contains Gluten', 'Contains Dairy']",1.95,Monday
CUST1009,REST4,Pan-Seared Salmon,Crispy-skinned salmon with asparagus and lemon,2,2024-08-05 16:03:13,Modern Australian,"['Seafood', 'Gluten-Free']",3.66,Monday
CUST1019,REST7,Miso Ramen,"Noodles in miso broth with pork, egg, and scallions",5,2024-08-06 04:35:20,Japanese,"['Contains Gluten', 'Contains Pork']",6.07,Tuesday
CUST1012,REST9,Pumpkin Risotto,Creamy risotto with roasted pumpkin and parmesan,2,2024-08-06 10:12:11,Italian,"['Vegetarian', 'Contains Dairy', 'Gluten-Free']",2.26,Tuesday
CUST1002,REST5,Eggplant Parmigiana,Baked eggplant with tomato sauce and mozzarella,2,2024-08-06 20:51:03,Italian,"['Vegetarian', 'Contains Dairy', 'Contains Gluten']",17.84,Tuesday
CUST1007,REST2,Pulled Pork Burger,Slow-cooked pork with BBQ sauce in a brioche bun,5,2024-08-07 14:54:17,American,"['Contains Gluten', 'Contains Pork']",16.41,Wednesday
CUST1040,REST1,Falafel Wrap,Crispy chickpea balls with tahini in pita bread,4,2024-08-08 06:53:34,Middle Eastern,"['Vegan', 'Contains Gluten']",1.45,Thursday
CUST1021,REST6,Tom Yum Goong,Hot and sour Thai soup with prawns and lemongrass,2,2024-08-08 10:40:58,Thai,"['Spicy', 'Seafood', 'Gluten-Free']",3.44,Thursday
CUST1027,REST7,Duck à l’Orange,Roast duck with a tangy orange sauce,1,2024-08-08 21:17:45,French,['Contains Gluten'],1.79,Thursday
CUST1022,REST4,Pumpkin Risotto,Creamy risotto with roasted pumpkin and parmesan,1,2024-08-09 06:55:41,Italian,"['Vegetarian', 'Contains Dairy', 'Gluten-Free']",1.68,Friday
CUST1040,REST10,Pulled Pork Burger,Slow-cooked pork with BBQ sauce in a brioche bun,2,2024-08-09 07:13:31,American,"['Contains Gluten', 'Contains Pork']",0.19,Friday
CUST1002,REST1,Tom Yum Goong,Hot and sour Thai soup with prawns and lemongrass,1,2024-08-13 10:31:02,Thai,"['Spicy', 'Seafood', 'Gluten-Free']",4.7,Tuesday
CUST1036,REST4,Korean Fried Chicken,Double-fried chicken with spicy gochujang glaze,5,2024-08-13 12:59:57,Korean,"['Spicy', 'Contains Gluten']",3.49,Tuesday
CUST1033,REST7,Butter Chicken,Creamy tomato curry with grilled chicken,2,2024-08-14 03:13:52,Indian,"['Contains Dairy', 'Spicy']",0.26,Wednesday
CUST1033,REST3,Falafel Wrap,Crispy chickpea balls with tahini in pita bread,2,2024-08-14 06:04:02,Middle Eastern,"['Vegan', 'Contains Gluten']",1.63,Wednesday
CUST1004,REST7,Eggplant Parmigiana,Baked eggplant with tomato sauce and mozzarella,1,2024-08-14 15:02:31,Italian,"['Vegetarian', 'Contains Dairy', 'Contains Gluten']",11.94,Wednesday
CUST1011,REST4,Miso Ramen,"Noodles in miso broth with pork, egg, and scallions",5,2024-08-15 23:21:03,Japanese,"['Contains Gluten', 'Contains Pork']",1.37,Thursday
CUST1005,REST3,Tom Yum Goong,Hot and sour Thai soup with prawns and lemongrass,5,2024-08-19 05:07:15,Thai,"['Spicy', 'Seafood', 'Gluten-Free']",0.78,Monday
